,ProductID,Name,Category,Price,Sale_Date,Total_sales_Quantity,Total_Sales_Transactions,Revenue
351,189,Product_189,Toys,335.32,2024-10-31 08:58:24,32,1,10730.24
352,215,Product_215,Books,422.73,2024-10-31 08:58:24,35,1,14795.55
353,396,Product_396,Books,475.78,2024-10-31 08:58:24,10,1,4757.8
354,422,Product_422,Electronics,54.43,2024-10-31 08:58:24,12,1,653.16
355,462,Product_462,Home Appliances,62.48,2024-10-31 08:58:24,29,1,1811.92
356,130,Product_130,Home Appliances,135.59,2024-10-30 08:58:24,12,1,1627.08
357,271,Product_271,Electronics,474.64,2024-10-30 08:58:24,44,1,20884.16
358,431,Product_431,Toys,480.82,2024-10-30 08:58:24,14,1,6731.48
359,34,Product_34,Electronics,112.62,2024-10-29 08:58:24,2,1,225.24
360,238,Product_238,Books,137.11,2024-10-28 08:58:24,16,1,2193.76
361,282,Product_282,Toys,288.36,2024-10-28 08:58:24,14,1,4037.04
362,317,Product_317,Books,357.75,2024-10-28 08:58:24,5,1,1788.75
363,251,Product_251,Books,359.45,2024-10-27 08:58:24,43,1,15456.35
364,478,Product_478,Books,242.82,2024-10-27 08:58:24,15,1,3642.3
365,50,Product_50,Clothing,174.37,2024-10-26 08:58:24,20,1,3487.4
366,232,Product_232,Electronics,458.6,2024-10-26 08:58:24,23,1,10547.8
367,436,Product_436,Home Appliances,68.28,2024-10-26 08:58:24,17,1,1160.76
368,158,Product_158,Home Appliances,181.15,2024-10-25 08:58:24,39,1,7064.85
369,381,Product_381,Clothing,303.94,2024-10-25 08:58:24,2,1,607.88
370,423,Product_423,Books,487.59,2024-10-25 08:58:24,3,1,1462.77
371,27,Product_27,Electronics,296.44,2024-10-23 08:58:24,22,1,6521.68
372,312,Product_312,Toys,277.88,2024-10-23 08:58:24,31,1,8614.28
373,476,Product_476,Electronics,117.02,2024-10-23 08:58:24,1,1,117.02
374,304,Product_304,Toys,23.93,2024-10-22 08:58:24,5,1,119.65
375,30,Product_30,Toys,49.27,2024-10-21 08:58:24,49,1,2414.23
376,105,Product_105,Toys,245.39,2024-10-21 08:58:24,21,1,5153.19
377,260,Product_260,Electronics,296.23,2024-10-21 08:58:24,17,1,5035.91
378,67,Product_67,Toys,25.45,2024-10-20 08:58:24,5,1,127.25
379,178,Product_178,Home Appliances,231.7,2024-10-20 08:58:24,31,1,7182.7
380,189,Product_189,Toys,335.32,2024-10-20 08:58:24,37,1,12406.84
381,381,Product_381,Clothing,303.94,2024-10-19 08:58:24,21,1,6382.74
382,408,Product_408,Books,347.84,2024-10-19 08:58:24,23,1,8000.32
383,15,Product_15,Books,19.53,2024-10-18 08:58:24,35,1,683.55
384,368,Product_368,Clothing,359.22,2024-10-18 08:58:24,25,1,8980.5
385,479,Product_479,Toys,477.85,2024-10-18 08:58:24,48,1,22936.8
386,196,Product_196,Home Appliances,428.49,2024-10-17 08:58:24,17,1,7284.33
387,401,Product_401,Electronics,498.38,2024-10-17 08:58:24,40,1,19935.2
388,7,Product_7,Clothing,222.05,2024-10-16 08:58:24,41,1,9104.05
389,30,Product_30,Toys,49.27,2024-10-16 08:58:24,34,1,1675.18
390,201,Product_201,Toys,211.95,2024-10-16 08:58:24,24,1,5086.8
391,261,Product_261,Books,224.22,2024-10-16 08:58:24,33,1,7399.26
392,448,Product_448,Clothing,236.87,2024-10-16 08:58:24,45,1,10659.15
393,455,Product_455,Electronics,276.32,2024-10-16 08:58:24,4,1,1105.28
394,461,Product_461,Books,76.82,2024-10-16 08:58:24,12,1,921.84
395,490,Product_490,Home Appliances,35.3,2024-10-16 08:58:24,2,1,70.6
396,132,Product_132,Clothing,114.86,2024-10-13 08:58:24,17,1,1952.62
397,305,Product_305,Clothing,160.73,2024-10-13 08:58:24,17,1,2732.41
398,202,Product_202,Clothing,445.16,2024-10-11 08:58:24,4,1,1780.64
399,243,Product_243,Books,39.69,2024-10-11 08:58:24,21,1,833.49
400,267,Product_267,Toys,123.27,2024-10-11 08:58:24,8,1,986.16
401,315,Product_315,Toys,380.86,2024-10-11 08:58:24,20,1,7617.2
402,353,Product_353,Books,13.53,2024-10-11 08:58:24,38,1,514.14
403,459,Product_459,Clothing,380.77,2024-10-11 08:58:24,36,1,13707.72
404,118,Product_118,Home Appliances,184.65,2024-10-10 08:58:24,32,1,5908.8
405,154,Product_154,Books,165.46,2024-10-10 08:58:24,14,1,2316.44
406,274,Product_274,Home Appliances,132.55,2024-10-10 08:58:24,8,1,1060.4
407,383,Product_383,Clothing,351.72,2024-10-10 08:58:24,13,1,4572.36
408,430,Product_430,Clothing,347.72,2024-10-10 08:58:24,27,1,9388.44
409,94,Product_94,Clothing,130.98,2024-10-09 08:58:24,12,1,1571.76
410,184,Product_184,Books,343.27,2024-10-09 08:58:24,32,1,10984.64
411,273,Product_273,Electronics,344.32,2024-10-09 08:58:24,41,1,14117.12
412,351,Product_351,Clothing,287.38,2024-10-09 08:58:24,35,1,10058.3
413,22,Product_22,Books,330.05,2024-10-08 08:58:24,25,1,8251.25
414,49,Product_49,Electronics,449.85,2024-10-08 08:58:24,6,1,2699.1
415,267,Product_267,Toys,123.27,2024-10-08 08:58:24,32,1,3944.64
416,279,Product_279,Home Appliances,7.09,2024-10-08 08:58:24,4,1,28.36
417,357,Product_357,Clothing,393.65,2024-10-08 08:58:24,40,1,15746.0
418,397,Product_397,Clothing,316.4,2024-10-08 08:58:24,20,1,6328.0
419,124,Product_124,Electronics,93.79,2024-10-07 08:58:24,24,1,2250.96
420,193,Product_193,Electronics,222.57,2024-10-07 08:58:24,21,1,4673.97
421,419,Product_419,Books,39.84,2024-10-07 08:58:24,27,1,1075.68
422,15,Product_15,Books,19.53,2024-10-06 08:58:24,42,1,820.26
423,311,Product_311,Home Appliances,53.54,2024-10-06 08:58:24,28,1,1499.12
424,464,Product_464,Home Appliances,414.07,2024-10-06 08:58:24,42,1,17390.94
425,174,Product_174,Books,244.03,2024-10-05 08:58:24,37,1,9029.11
426,256,Product_256,Electronics,58.25,2024-10-05 08:58:24,10,1,582.5
427,312,Product_312,Toys,277.88,2024-10-05 08:58:24,18,1,5001.84
428,55,Product_55,Home Appliances,127.75,2024-10-04 08:58:24,11,1,1405.25
429,222,Product_222,Clothing,172.75,2024-10-04 08:58:24,23,1,3973.25
430,22,Product_22,Books,330.05,2024-10-02 08:58:24,7,1,2310.35
431,270,Product_270,Electronics,402.31,2024-10-02 08:58:24,5,1,2011.55
432,451,Product_451,Toys,338.78,2024-10-02 08:58:24,11,1,3726.58
433,199,Product_199,Electronics,415.41,2024-10-01 08:58:24,46,1,19108.86
434,285,Product_285,Toys,290.84,2024-10-01 08:58:24,21,1,6107.64
435,56,Product_56,Home Appliances,317.47,2024-09-30 08:58:24,31,1,9841.57
436,373,Product_373,Toys,96.68,2024-09-30 08:58:24,23,1,2223.64
437,472,Product_472,Toys,426.62,2024-09-30 08:58:24,10,1,4266.2
438,489,Product_489,Books,29.79,2024-09-30 08:58:24,21,1,625.59
439,111,Product_111,Home Appliances,455.17,2024-09-29 08:58:24,29,1,13199.93
440,416,Product_416,Electronics,362.74,2024-09-29 08:58:24,5,1,1813.7
441,491,Product_491,Electronics,273.32,2024-09-29 08:58:24,5,1,1366.6
442,380,Product_380,Electronics,34.02,2024-09-28 08:58:24,23,1,782.46
443,387,Product_387,Toys,390.62,2024-09-28 08:58:24,20,1,7812.4
444,374,Product_374,Home Appliances,71.53,2024-09-27 08:58:24,24,1,1716.72
445,144,Product_144,Electronics,60.67,2024-09-26 08:58:24,13,1,788.71
446,278,Product_278,Clothing,304.86,2024-09-26 08:58:24,3,1,914.58
447,312,Product_312,Toys,277.88,2024-09-26 08:58:24,33,1,9170.04
448,64,Product_64,Home Appliances,163.76,2024-09-25 08:58:24,49,1,8024.24
449,79,Product_79,Home Appliances,100.66,2024-09-25 08:58:24,25,1,2516.5
450,259,Product_259,Clothing,453.27,2024-09-25 08:58:24,41,1,18584.07
451,9,Product_9,Clothing,486.31,2024-09-24 08:58:24,3,1,1458.93
452,63,Product_63,Toys,61.57,2024-09-24 08:58:24,6,1,369.42
453,149,Product_149,Home Appliances,316.18,2024-09-24 08:58:24,49,1,15492.82
454,338,Product_338,Electronics,166.37,2024-09-24 08:58:24,29,1,4824.73
455,314,Product_314,Toys,101.51,2024-09-23 08:58:24,43,1,4364.93
456,391,Product_391,Toys,467.54,2024-09-23 08:58:24,36,1,16831.44
457,262,Product_262,Electronics,98.79,2024-09-22 08:58:24,12,1,1185.48
458,298,Product_298,Books,308.77,2024-09-22 08:58:24,39,1,12042.03
459,370,Product_370,Books,43.78,2024-09-22 08:58:24,50,1,2189.0
460,428,Product_428,Home Appliances,237.91,2024-09-22 08:58:24,39,1,9278.49
461,429,Product_429,Electronics,145.35,2024-09-22 08:58:24,44,1,6395.4
462,17,Product_17,Books,477.12,2024-09-21 08:58:24,1,1,477.12
463,32,Product_32,Home Appliances,375.67,2024-09-21 08:58:24,44,1,16529.48
464,284,Product_284,Electronics,422.79,2024-09-21 08:58:24,47,1,19871.13
465,60,Product_60,Electronics,100.8,2024-09-19 08:58:24,19,1,1915.2
466,158,Product_158,Home Appliances,181.15,2024-09-19 08:58:24,40,1,7246.0
467,116,Product_116,Clothing,136.57,2024-09-18 08:58:24,20,1,2731.4
468,126,Product_126,Books,485.3,2024-09-17 08:58:24,34,1,16500.2
469,195,Product_195,Books,327.35,2024-09-16 08:58:24,43,1,14076.05
470,324,Product_324,Toys,372.54,2024-09-16 08:58:24,47,1,17509.38
471,464,Product_464,Home Appliances,414.07,2024-09-16 08:58:24,20,1,8281.4
472,77,Product_77,Electronics,377.27,2024-09-15 08:58:24,37,1,13958.99
473,100,Product_100,Books,32.92,2024-09-15 08:58:24,33,1,1086.36
474,151,Product_151,Books,299.18,2024-09-15 08:58:24,23,1,6881.14
475,156,Product_156,Books,9.99,2024-09-15 08:58:24,7,1,69.93
476,15,Product_15,Books,19.53,2024-09-14 08:58:24,39,1,761.67
477,192,Product_192,Toys,234.74,2024-09-14 08:58:24,35,1,8215.9
478,201,Product_201,Toys,211.95,2024-09-14 08:58:24,24,1,5086.8
479,232,Product_232,Electronics,458.6,2024-09-14 08:58:24,12,1,5503.2
480,252,Product_252,Electronics,195.77,2024-09-14 08:58:24,45,1,8809.65
481,309,Product_309,Toys,271.73,2024-09-14 08:58:24,38,1,10325.74
482,339,Product_339,Toys,233.87,2024-09-14 08:58:24,20,1,4677.4
483,104,Product_104,Clothing,476.07,2024-09-13 08:58:24,24,1,11425.68
484,210,Product_210,Electronics,438.65,2024-09-13 08:58:24,23,1,10088.95
485,220,Product_220,Toys,356.05,2024-09-13 08:58:24,34,1,12105.7
486,444,Product_444,Clothing,400.21,2024-09-13 08:58:24,31,1,12406.51
487,121,Product_121,Clothing,40.92,2024-09-12 08:58:24,32,1,1309.44
488,168,Product_168,Home Appliances,423.52,2024-09-12 08:58:24,31,1,13129.12
489,8,Product_8,Electronics,463.03,2024-09-11 08:58:24,9,1,4167.27
490,228,Product_228,Clothing,209.4,2024-09-11 08:58:24,48,1,10051.2
491,368,Product_368,Clothing,359.22,2024-09-11 08:58:24,18,1,6465.96
492,445,Product_445,Clothing,304.08,2024-09-11 08:58:24,5,1,1520.4
493,44,Product_44,Home Appliances,401.21,2024-09-10 08:58:24,47,1,18856.87
494,120,Product_120,Books,466.49,2024-09-10 08:58:24,46,1,21458.54
495,435,Product_435,Toys,68.09,2024-09-10 08:58:24,6,1,408.54
496,32,Product_32,Home Appliances,375.67,2024-09-09 08:58:24,45,1,16905.15
497,51,Product_51,Toys,186.99,2024-09-09 08:58:24,31,1,5796.69
498,163,Product_163,Home Appliances,385.69,2024-09-09 08:58:24,17,1,6556.73
499,190,Product_190,Electronics,147.46,2024-09-08 08:58:24,48,1,7078.08
500,133,Product_133,Electronics,408.5,2024-09-07 08:58:24,26,1,10621.0
501,405,Product_405,Electronics,28.61,2024-09-05 08:58:24,14,1,400.54
502,480,Product_480,Toys,205.16,2024-09-05 08:58:24,17,1,3487.72
503,491,Product_491,Electronics,273.32,2024-09-05 08:58:24,21,1,5739.72
504,54,Product_54,Toys,53.44,2024-09-04 08:58:24,16,1,855.04
505,282,Product_282,Toys,288.36,2024-09-04 08:58:24,36,1,10380.96
506,338,Product_338,Electronics,166.37,2024-09-04 08:58:24,43,1,7153.91
507,207,Product_207,Electronics,403.02,2024-09-03 08:58:24,4,1,1612.08
508,171,Product_171,Electronics,344.7,2024-09-02 08:58:24,10,1,3447.0
509,327,Product_327,Toys,370.97,2024-09-02 08:58:24,37,1,13725.89
510,331,Product_331,Books,332.47,2024-09-02 08:58:24,6,1,1994.82
511,343,Product_343,Electronics,324.87,2024-09-02 08:58:24,1,1,324.87
512,488,Product_488,Home Appliances,471.64,2024-09-02 08:58:24,40,1,18865.6
513,27,Product_27,Electronics,296.44,2024-09-01 08:58:24,49,1,14525.56
514,37,Product_37,Toys,490.84,2024-09-01 08:58:24,10,1,4908.4
515,337,Product_337,Toys,480.13,2024-09-01 08:58:24,12,1,5761.56
516,361,Product_361,Clothing,319.11,2024-08-31 08:58:24,34,1,10849.74
517,46,Product_46,Toys,224.26,2024-08-30 08:58:24,28,1,6279.28
518,147,Product_147,Toys,458.81,2024-08-30 08:58:24,42,1,19270.02
519,64,Product_64,Home Appliances,163.76,2024-08-29 08:58:24,20,1,3275.2
520,201,Product_201,Toys,211.95,2024-08-29 08:58:24,13,1,2755.35
521,296,Product_296,Electronics,308.04,2024-08-29 08:58:24,26,1,8009.04
522,287,Product_287,Clothing,473.68,2024-08-28 08:58:24,48,1,22736.64
523,358,Product_358,Home Appliances,283.05,2024-08-28 08:58:24,38,1,10755.9
524,500,Product_500,Books,100.74,2024-08-27 08:58:24,27,1,2719.98
525,166,Product_166,Books,316.69,2024-08-26 08:58:24,22,1,6967.18
526,257,Product_257,Electronics,205.54,2024-08-26 08:58:24,31,1,6371.74
527,346,Product_346,Books,438.87,2024-08-26 08:58:24,11,1,4827.57
528,479,Product_479,Toys,477.85,2024-08-26 08:58:24,23,1,10990.55
529,328,Product_328,Toys,33.27,2024-08-25 08:58:24,22,1,731.94
530,346,Product_346,Books,438.87,2024-08-25 08:58:24,36,1,15799.32
531,355,Product_355,Electronics,160.29,2024-08-25 08:58:24,48,1,7693.92
532,487,Product_487,Electronics,493.38,2024-08-25 08:58:24,20,1,9867.6
533,391,Product_391,Toys,467.54,2024-08-24 08:58:24,1,1,467.54
534,414,Product_414,Electronics,411.28,2024-08-24 08:58:24,28,1,11515.84
535,55,Product_55,Home Appliances,127.75,2024-08-23 08:58:24,49,1,6259.75
536,266,Product_266,Home Appliances,236.44,2024-08-23 08:58:24,36,1,8511.84
537,29,Product_29,Books,244.93,2024-08-22 08:58:24,43,1,10531.99
538,70,Product_70,Clothing,290.53,2024-08-22 08:58:24,26,1,7553.78
539,271,Product_271,Electronics,474.64,2024-08-22 08:58:24,35,1,16612.4
540,454,Product_454,Electronics,393.79,2024-08-22 08:58:24,45,1,17720.55
541,343,Product_343,Electronics,324.87,2024-08-20 08:58:24,13,1,4223.31
542,355,Product_355,Electronics,160.29,2024-08-20 08:58:24,19,1,3045.51
543,454,Product_454,Electronics,393.79,2024-08-20 08:58:24,32,1,12601.28
544,40,Product_40,Clothing,362.17,2024-08-19 08:58:24,44,1,15935.48
545,115,Product_115,Clothing,25.88,2024-08-19 08:58:24,22,1,569.36
546,360,Product_360,Home Appliances,228.59,2024-08-19 08:58:24,31,1,7086.29
547,486,Product_486,Electronics,126.13,2024-08-19 08:58:24,4,1,504.52
548,92,Product_92,Home Appliances,340.79,2024-08-18 08:58:24,32,1,10905.28
549,149,Product_149,Home Appliances,316.18,2024-08-18 08:58:24,19,1,6007.42
550,162,Product_162,Home Appliances,90.34,2024-08-18 08:58:24,8,1,722.72
551,184,Product_184,Books,343.27,2024-08-18 08:58:24,49,1,16820.23
552,401,Product_401,Electronics,498.38,2024-08-18 08:58:24,36,1,17941.68
553,174,Product_174,Books,244.03,2024-08-17 08:58:24,22,1,5368.66
554,47,Product_47,Clothing,309.75,2024-08-16 08:58:24,11,1,3407.25
555,51,Product_51,Toys,186.99,2024-08-16 08:58:24,30,1,5609.7
556,318,Product_318,Electronics,289.54,2024-08-16 08:58:24,27,1,7817.58
557,374,Product_374,Home Appliances,71.53,2024-08-16 08:58:24,39,1,2789.67
558,311,Product_311,Home Appliances,53.54,2024-08-15 08:58:24,9,1,481.86
559,183,Product_183,Books,147.34,2024-08-13 08:58:24,9,1,1326.06
560,141,Product_141,Books,204.85,2024-08-12 08:58:24,14,1,2867.9
561,173,Product_173,Clothing,495.16,2024-08-12 08:58:24,27,1,13369.32
562,206,Product_206,Home Appliances,426.45,2024-08-12 08:58:24,33,1,14072.85
563,335,Product_335,Books,409.35,2024-08-11 08:58:24,12,1,4912.2
564,129,Product_129,Clothing,289.0,2024-08-10 08:58:24,12,1,3468.0
565,232,Product_232,Electronics,458.6,2024-08-10 08:58:24,46,1,21095.6
566,461,Product_461,Books,76.82,2024-08-10 08:58:24,4,1,307.28
567,195,Product_195,Books,327.35,2024-08-09 08:58:24,33,1,10802.55
568,222,Product_222,Clothing,172.75,2024-08-09 08:58:24,44,1,7601.0
569,466,Product_466,Clothing,476.79,2024-08-09 08:58:24,47,1,22409.13
570,167,Product_167,Electronics,82.92,2024-08-08 08:58:24,14,1,1160.88
571,197,Product_197,Books,21.64,2024-08-08 08:58:24,13,1,281.32
572,366,Product_366,Books,375.05,2024-08-08 08:58:24,12,1,4500.6
573,382,Product_382,Home Appliances,307.16,2024-08-08 08:58:24,47,1,14436.52
574,396,Product_396,Books,475.78,2024-08-07 08:58:24,31,1,14749.18
575,126,Product_126,Books,485.3,2024-08-06 08:58:24,35,1,16985.5
576,374,Product_374,Home Appliances,71.53,2024-08-06 08:58:24,29,1,2074.37
577,494,Product_494,Clothing,376.93,2024-08-06 08:58:24,25,1,9423.25
578,137,Product_137,Clothing,357.98,2024-08-05 08:58:24,43,1,15393.14
579,219,Product_219,Toys,99.78,2024-08-05 08:58:24,7,1,698.46
580,433,Product_433,Home Appliances,370.33,2024-08-05 08:58:24,40,1,14813.2
581,474,Product_474,Clothing,344.67,2024-08-05 08:58:24,37,1,12752.79
582,102,Product_102,Toys,12.04,2024-08-04 08:58:24,34,1,409.36
583,283,Product_283,Books,396.45,2024-08-04 08:58:24,16,1,6343.2
584,309,Product_309,Toys,271.73,2024-08-04 08:58:24,29,1,7880.17
585,451,Product_451,Toys,338.78,2024-08-04 08:58:24,21,1,7114.38
586,477,Product_477,Books,182.65,2024-08-04 08:58:24,49,1,8949.85
587,487,Product_487,Electronics,493.38,2024-08-04 08:58:24,30,1,14801.4
588,196,Product_196,Home Appliances,428.49,2024-08-03 08:58:24,21,1,8998.29
589,252,Product_252,Electronics,195.77,2024-08-03 08:58:24,45,1,8809.65
590,415,Product_415,Books,146.22,2024-08-03 08:58:24,4,1,584.88
591,196,Product_196,Home Appliances,428.49,2024-08-02 08:58:24,44,1,18853.56
592,399,Product_399,Books,486.33,2024-08-02 08:58:24,37,1,17994.21
593,30,Product_30,Toys,49.27,2024-08-01 08:58:24,48,1,2364.96
594,101,Product_101,Books,243.33,2024-08-01 08:58:24,26,1,6326.58
595,297,Product_297,Toys,239.47,2024-08-01 08:58:24,3,1,718.41
596,352,Product_352,Books,188.35,2024-08-01 08:58:24,50,1,9417.5
597,1,Product_1,Clothing,149.52,2024-07-31 08:58:24,35,1,5233.2
598,230,Product_230,Books,205.96,2024-07-31 08:58:24,47,1,9680.12
599,219,Product_219,Toys,99.78,2024-07-30 08:58:24,20,1,1995.6
600,462,Product_462,Home Appliances,62.48,2024-07-30 08:58:24,38,1,2374.24
601,466,Product_466,Clothing,476.79,2024-07-30 08:58:24,12,1,5721.48
602,170,Product_170,Books,9.35,2024-07-29 08:58:24,1,1,9.35
603,121,Product_121,Clothing,40.92,2024-07-28 08:58:24,32,1,1309.44
604,375,Product_375,Toys,149.74,2024-07-28 08:58:24,46,1,6888.04
605,32,Product_32,Home Appliances,375.67,2024-07-27 08:58:24,3,1,1127.01
606,170,Product_170,Books,9.35,2024-07-27 08:58:24,6,1,56.1
607,136,Product_136,Clothing,71.15,2024-07-26 08:58:24,4,1,284.6
608,147,Product_147,Toys,458.81,2024-07-26 08:58:24,5,1,2294.05
609,273,Product_273,Electronics,344.32,2024-07-26 08:58:24,51,2,17560.32
610,21,Product_21,Electronics,104.65,2024-07-25 08:58:24,8,1,837.2
611,475,Product_475,Home Appliances,370.37,2024-07-25 08:58:24,46,1,17037.02
612,483,Product_483,Electronics,134.77,2024-07-25 08:58:24,2,1,269.54
613,33,Product_33,Home Appliances,170.39,2024-07-24 08:58:24,38,1,6474.82
614,142,Product_142,Clothing,489.51,2024-07-24 08:58:24,32,1,15664.32
615,158,Product_158,Home Appliances,181.15,2024-07-24 08:58:24,34,1,6159.1
616,166,Product_166,Books,316.69,2024-07-24 08:58:24,8,1,2533.52
617,260,Product_260,Electronics,296.23,2024-07-23 08:58:24,46,1,13626.58
618,448,Product_448,Clothing,236.87,2024-07-23 08:58:24,32,1,7579.84
619,489,Product_489,Books,29.79,2024-07-23 08:58:24,9,1,268.11
620,111,Product_111,Home Appliances,455.17,2024-07-22 08:58:24,46,1,20937.82
621,443,Product_443,Home Appliances,54.2,2024-07-22 08:58:24,30,1,1626.0
622,111,Product_111,Home Appliances,455.17,2024-07-21 08:58:24,33,1,15020.61
623,439,Product_439,Clothing,391.15,2024-07-21 08:58:24,27,1,10561.05
624,21,Product_21,Electronics,104.65,2024-07-20 08:58:24,28,1,2930.2
625,102,Product_102,Toys,12.04,2024-07-20 08:58:24,45,1,541.8
626,422,Product_422,Electronics,54.43,2024-07-20 08:58:24,13,1,707.59
627,492,Product_492,Books,74.46,2024-07-20 08:58:24,6,1,446.76
628,155,Product_155,Toys,382.51,2024-07-19 08:58:24,41,1,15682.91
629,217,Product_217,Books,259.85,2024-07-19 08:58:24,26,1,6756.1
630,279,Product_279,Home Appliances,7.09,2024-07-19 08:58:24,35,1,248.15
631,351,Product_351,Clothing,287.38,2024-07-18 08:58:24,38,1,10920.44
632,469,Product_469,Toys,334.07,2024-07-18 08:58:24,30,1,10022.1
633,325,Product_325,Toys,315.37,2024-07-17 08:58:24,42,1,13245.54
634,373,Product_373,Toys,96.68,2024-07-17 08:58:24,38,1,3673.84
635,165,Product_165,Books,86.23,2024-07-16 08:58:24,29,1,2500.67
636,248,Product_248,Electronics,46.18,2024-07-16 08:58:24,27,1,1246.86
637,282,Product_282,Toys,288.36,2024-07-16 08:58:24,22,1,6343.92
638,498,Product_498,Toys,389.16,2024-07-15 08:58:24,25,1,9729.0
639,120,Product_120,Books,466.49,2024-07-14 08:58:24,39,1,18193.11
640,340,Product_340,Clothing,21.8,2024-07-14 08:58:24,20,1,436.0
641,445,Product_445,Clothing,304.08,2024-07-14 08:58:24,13,1,3953.04
642,462,Product_462,Home Appliances,62.48,2024-07-14 08:58:24,6,1,374.88
643,443,Product_443,Home Appliances,54.2,2024-07-13 08:58:24,34,1,1842.8
644,37,Product_37,Toys,490.84,2024-07-12 08:58:24,21,1,10307.64
645,190,Product_190,Electronics,147.46,2024-07-12 08:58:24,43,1,6340.78
646,61,Product_61,Clothing,174.33,2024-07-11 08:58:24,41,1,7147.53
647,397,Product_397,Clothing,316.4,2024-07-11 08:58:24,33,1,10441.2
648,2,Product_2,Clothing,316.17,2024-07-10 08:58:24,4,1,1264.68
649,177,Product_177,Books,159.84,2024-07-10 08:58:24,40,1,6393.6
650,467,Product_467,Toys,375.98,2024-07-09 08:58:24,16,1,6015.68
651,300,Product_300,Toys,407.69,2024-07-08 08:58:24,25,1,10192.25
652,319,Product_319,Clothing,116.52,2024-07-08 08:58:24,29,1,3379.08
653,376,Product_376,Home Appliances,144.43,2024-07-08 08:58:24,45,1,6499.35
654,192,Product_192,Toys,234.74,2024-07-07 08:58:24,2,1,469.48
655,101,Product_101,Books,243.33,2024-07-06 08:58:24,2,1,486.66
656,181,Product_181,Home Appliances,238.6,2024-07-06 08:58:24,43,1,10259.8
657,418,Product_418,Toys,264.58,2024-07-06 08:58:24,29,1,7672.82
658,451,Product_451,Toys,338.78,2024-07-06 08:58:24,17,1,5759.26
659,476,Product_476,Electronics,117.02,2024-07-06 08:58:24,16,1,1872.32
660,1,Product_1,Clothing,149.52,2024-07-05 08:58:24,14,1,2093.28
661,148,Product_148,Electronics,143.8,2024-07-05 08:58:24,45,1,6471.0
662,450,Product_450,Toys,394.82,2024-07-05 08:58:24,33,1,13029.06
663,122,Product_122,Toys,41.16,2024-07-04 08:58:24,48,1,1975.68
664,158,Product_158,Home Appliances,181.15,2024-07-04 08:58:24,2,1,362.3
665,201,Product_201,Toys,211.95,2024-07-04 08:58:24,4,1,847.8
666,322,Product_322,Home Appliances,497.11,2024-07-04 08:58:24,14,1,6959.54
667,402,Product_402,Electronics,199.51,2024-07-04 08:58:24,47,1,9376.97
668,426,Product_426,Books,161.99,2024-07-04 08:58:24,16,1,2591.84
669,29,Product_29,Books,244.93,2024-07-03 08:58:24,46,1,11266.78
670,67,Product_67,Toys,25.45,2024-07-03 08:58:24,12,1,305.4
671,171,Product_171,Electronics,344.7,2024-07-03 08:58:24,11,1,3791.7
672,186,Product_186,Toys,340.04,2024-07-03 08:58:24,41,1,13941.64
673,185,Product_185,Books,236.09,2024-07-02 08:58:24,47,1,11096.23
674,133,Product_133,Electronics,408.5,2024-07-01 08:58:24,26,1,10621.0
675,146,Product_146,Toys,468.75,2024-07-01 08:58:24,8,1,3750.0
676,370,Product_370,Books,43.78,2024-06-30 08:58:24,15,1,656.7
677,378,Product_378,Electronics,493.85,2024-06-28 08:58:24,43,1,21235.55
678,418,Product_418,Toys,264.58,2024-06-28 08:58:24,21,1,5556.18
679,443,Product_443,Home Appliances,54.2,2024-06-28 08:58:24,6,1,325.2
680,30,Product_30,Toys,49.27,2024-06-27 08:58:24,32,1,1576.64
681,336,Product_336,Toys,220.02,2024-06-26 08:58:24,25,1,5500.5
682,84,Product_84,Books,440.2,2024-06-25 08:58:24,46,1,20249.2
683,149,Product_149,Home Appliances,316.18,2024-06-25 08:58:24,23,1,7272.14
684,484,Product_484,Electronics,77.03,2024-06-24 08:58:24,9,1,693.27
685,489,Product_489,Books,29.79,2024-06-24 08:58:24,9,1,268.11
686,12,Product_12,Electronics,322.08,2024-06-23 08:58:24,9,1,2898.72
687,218,Product_218,Electronics,336.03,2024-06-23 08:58:24,27,1,9072.81
688,262,Product_262,Electronics,98.79,2024-06-23 08:58:24,22,1,2173.38
689,321,Product_321,Home Appliances,282.69,2024-06-23 08:58:24,4,1,1130.76
690,149,Product_149,Home Appliances,316.18,2024-06-22 08:58:24,40,1,12647.2
691,347,Product_347,Clothing,341.09,2024-06-22 08:58:24,31,1,10573.79
692,434,Product_434,Clothing,453.3,2024-06-22 08:58:24,42,1,19038.6
693,46,Product_46,Toys,224.26,2024-06-19 08:58:24,32,1,7176.32
694,283,Product_283,Books,396.45,2024-06-19 08:58:24,18,1,7136.1
695,115,Product_115,Clothing,25.88,2024-06-18 08:58:24,27,1,698.76
696,219,Product_219,Toys,99.78,2024-06-18 08:58:24,21,1,2095.38
697,143,Product_143,Home Appliances,411.97,2024-06-17 08:58:24,40,1,16478.8
698,200,Product_200,Home Appliances,449.54,2024-06-17 08:58:24,2,1,899.08
699,246,Product_246,Home Appliances,293.87,2024-06-17 08:58:24,39,1,11460.93
700,341,Product_341,Books,18.25,2024-06-17 08:58:24,29,1,529.25
701,373,Product_373,Toys,96.68,2024-06-17 08:58:24,42,1,4060.56
702,491,Product_491,Electronics,273.32,2024-06-17 08:58:24,48,1,13119.36
